ProductAffected_2,ProductAffected_1,Roo_demin,Coo_valid,FtaType,RooCode_3,Roo_draw,Coo_ver,Roo_packaging,Coo_refund,FtaStatusDesc,Coo_coo,FtaName,Roo_outward,Roo_exhibitions,Coo_err,RooText_0,Coo_retention,FtaCode,Coo_tpi,Roo_trans,Roo_accessories,Roo_fungible,Roo_sets,FtaStatusDate,Coo_exmptcoo,RooCode_2,RooCode_4,Roo_accum,Roo_indir,RooText_3,ProductAffected_4,RooCode_1,ProductAffected_0,Coo_comp,RooText_1,Coo_pen,Coo_app,RooText_2,Roo_mo,Roo_rvcformula,FtaId,RooCode_0,Roo_wo,Roo_roll,RooText_4,Coo_sup,MFN,Coo_approved,Preferential,Coo_adv,ProductAffected_3,Roo_terr,FtaScope
,,included (10%),12 months (for single shipment),Free trade agreement,,not included,Direct,included,included,IN FORCE,self-certification,"FTA, Panama-Singapore",not included,not included,not provided,"1 For the purposes of this Agreement, a good, which has undergone sufficient production in the territory of a Party, as provided under this Article, shall be treated as an originating good of that Party. 2 A good is considered to have undergone sufficient production in the territory of a Party if: (a) it satisfies the product-specific rule as set out in Annex 3A (Product-Specific Rules); or (b) where there is no product-specific rule set out in Annex 3A (Product-Specific Rules), fulfils a qualifying value content of not less than 35% determined in accordance with Article 3.4.",3 years,ITC00515,not provided,included,included,materials & final goods,not included,24.07.2006,included (less than USD 1000),,,bilateral and full,included,,,,,not provided,,provided,provided,,not provided,build down,510,RVC 35%,provided,not included,,provided,,not included,,within 120 days,,included,"Bilateral, Country-Country"
,,included (10%),4 years (for multiple shipments),Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,self-certification,"FTA, Panama-United States",not included,not included,not provided,"No change in tariff classification is required, provided that there is a regional value content of not less than: (a) 35 percent under the build-up method, (b) 50 percent under the build-down method, or (c) 35 percent under the net cost method.",5 years,ITC00516,not provided,included,included,materials & final goods,included (RVC 85%),31.10.2012,included (less than US$1500),,,bilateral and full,included,,,,,not provided,,provided,provided,,,build up / build down / net cost,511,RVC 35/50/35%,,not included,,,2.5%,not included,0%,within 150 days,,included,"Bilateral, Country-Country"
,,included (10%),12 months (for single shipment),Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,self-certification,"FTA, Peru-Singapore",not included,not included,provided,"A change to subheading 8703.21 from any other heading; or No change in tariff classification is required, provided that there is a qualifying value content of not less than 40 percent.",4 years,ITC00517,provided,included,included,materials & final goods,included (RVC 85%),01.08.2009,included,,,bilateral and full,included,,,,,provided,,provided,provided,,provided,build down,512,CTH or RVC 40%,provided,not included,,not provided,,not included,,within 120 days,,included,"Bilateral, Country-Country"
,,included (10%),4 years (for multiple shipments),Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,self-certification,"FTA, Peru-United States",not included,not included,not provided,"No change in tariff classification is required, provided that there is a regional value content of not less than 35 percent under the net cost method.",5 years,ITC00518,not provided,included,included,materials & final goods,included (RVC 85%),01.02.2009,included (less than US$1500),,,bilateral and full,included,,,,,not provided,,provided,provided,,,build up / build down / net cost,513,RVC 35%,,not included,,,2.5%,not included,0%,within 150 days,,included,"Bilateral, Country-Country"
,,not included,12 months (for single shipment),Free trade agreement,,not included,Indirect,included,not included,IN FORCE,authorized body,"FTA, Russia-Serbia and Montenegro",not included,included,not provided,"1. Goods shall be considered as sufficiently worked/processed in a Contracting Party if they have undergone working/processing and the value of materials of materials (raw materials, semi-finished products and finished products) originating in third countries or of materials of unknown origin used in such process does not exceed 50 percent of the value of exported goods.",3 years,ITC00525,not provided,included,included,not included,not included,28.08.2000,included (less than USD 5000),,,cross-cumulation,included,,,,,not provided,,not provided,not provided,,provided,import content,520,RVC 50%,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Serbia-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00529,not provided,included,included,materials only,included (RVC 85%),01.09.2010,included (less than EUR500),,,cross-cumulation,included,,,,,not provided,,provided,not provided,,provided,import content,524,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),12 months,Free trade agreement,,not included,Combined,included,not included,IN FORCE,authorized body,"FTA, Singapore-Sri Lanka",not included,included,provided,"For the purposes of sub-paragraph (b) of Article 2 (Originating Products), products which are not wholly obtained in a Party are considered to be sufficiently worked or processed in the territory of one or both Parties if: (a) it is classified in a heading, at the four digit level, of the HS different from those in which all the non-originating materials used in its manufacture are classified (""change in tariff heading""); or (b) it fulfils a qualifying value content of not less than thirty-five (35) percent in accordance with Article 6 (Qualifying Value Content)",3 years,ITC00530,provided,included,included,materials & final goods,included,01.05.2018,included (less than USD 400),,,bilateral,included,,,,,not provided,,provided,provided,,provided,import content,525,CTH or RVC 35%,provided,not included,,not provided,,not included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),not provided,Free trade agreement,,not included,Direct,included,not included,IN FORCE,self-certification,"FTA, Singapore-United States",not included,not included,not provided,Change to heading 8703 from any other heading provided there is a regional value content of not less than 30 percent based on the build-up method.,5 years,ITC00533,not provided,included,included,materials & final goods,not included,01.01.2004,not included,,,bilateral and full,included,,,,,not provided,,provided,provided,,not provided,build up / build down,528,CTH and RVC 30%,provided,not included,,not provided,2.5%,not included,0%,within 120 days,,not included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, Syria-Turkey",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00536,not provided,included,included,materials only,included (RVC 85%),01.01.2007,included (less than EUR500),,,cross-cumulation,included,,,,,provided,,provided,not provided,,provided,import content,531,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),2 years,Free trade agreement,,not included,Direct,included,within 1 year,IN FORCE,self-certification,Trans-Pacific Strategic Economic Partnership Agreement,included,not included,provided,"A change to heading 87.01 through 87.08 from any other heading, including another heading within that group; or A change of heading is not required provided there is a regional value content of not less than 45 percent.",3 years,ITC00538,not provided,included,included,not included,not included,28.05.2006,included (less than US$1000),,,diagonal,included,,,,,not provided,,provided,provided,,provided,build down,533,CTH or RVC 45%,provided,included,,not provided,,not included,,within 60 days,,not included,"Plurilateral, Country-Country"
